"full.addr.simpl","full.addr","lat","lon","success","dist.centre","neigh.name","neigh.code","optional"
"Baarsstraat 5, Amsterdam, Netherlands","Baarsstraat 5_7, Amsterdam, Netherlands",4.8543174,4.8543174,"OK",5268084.10065483,NA,NA,TRUE
"Baarsstraat 5, Amsterdam, Netherlands","Baarsstraat 5_7, Amsterdam, Netherlands",52.3506008,52.3506008,"OK",3173960.75547366,NA,NA,TRUE
"Baarsstraat 5, Amsterdam, Netherlands","Baarsstraat 5_7, Amsterdam, Netherlands",4.8543174,4.8543174,"OK",5268084.10065483,NA,NA,TRUE
"Baarsstraat 5, Amsterdam, Netherlands","Baarsstraat 5_7, Amsterdam, Netherlands",52.3506008,52.3506008,"OK",3173960.75547366,NA,NA,TRUE
"Baarsstraat 5, Amsterdam, Netherlands","Baarsstraat 5, Amsterdam, Netherlands",4.8543174,4.8543174,"OK",5268084.10065483,NA,NA,TRUE
"Baarsstraat 5, Amsterdam, Netherlands","Baarsstraat 5, Amsterdam, Netherlands",52.3506008,52.3506008,"OK",3173960.75547366,NA,NA,TRUE
"Baarsstraat 5, Amsterdam, Netherlands","Baarsstraat 5, Amsterdam, Netherlands",4.8543174,4.8543174,"OK",5268084.10065483,NA,NA,TRUE
"Baarsstraat 5, Amsterdam, Netherlands","Baarsstraat 5, Amsterdam, Netherlands",52.3506008,52.3506008,"OK",3173960.75547366,NA,NA,TRUE
"Baarsstraat 7, Amsterdam, Netherlands","Baarsstraat 7, Amsterdam, Netherlands",52.3505039,4.8545208,"OK",3530.61909680781,"Schinkelbuurt","45",TRUE
"Bachplein 1, Amsterdam, Netherlands","Bachplein 1, Amsterdam, Netherlands",52.3478446,4.8800874,"OK",2905.14939181498,"Apollobuurt","49",TRUE
"Bachplein 2, Amsterdam, Netherlands","Bachplein 2, Amsterdam, Netherlands",52.3480886,4.8803928,"OK",2873.63821301705,"Apollobuurt","49",TRUE
"Bachplein 3, Amsterdam, Netherlands","Bachplein 3, Amsterdam, Netherlands",52.3478082,4.8799851,"OK",2910.84114338715,"Apollobuurt","49",TRUE
"Bachplein 5, Amsterdam, Netherlands","Bachplein 5, Amsterdam, Netherlands",52.347754,4.8799123,"OK",2917.94150234739,"Apollobuurt","49",TRUE
"Bachplein 7, Amsterdam, Netherlands","Bachplein 7, Amsterdam, Netherlands",52.3479499,4.8794991,"OK",2904.28400017672,"Apollobuurt","49",TRUE
"Bachstraat 13, Amsterdam, Netherlands","Bachstraat 13, Amsterdam, Netherlands",52.3490302,4.8799124,"OK",2780.92628818595,"Apollobuurt","49",TRUE
"Bachstraat 17, Amsterdam, Netherlands","Bachstraat 17, Amsterdam, Netherlands",52.3485514,4.8798087,"OK",2834.14927718611,"Apollobuurt","49",TRUE
"Bachstraat 19, Amsterdam, Netherlands","Bachstraat 19, Amsterdam, Netherlands",52.3484546,4.8798162,"OK",2844.39613926275,"Apollobuurt","49",TRUE
"Bachstraat 21, Amsterdam, Netherlands","Bachstraat 21, Amsterdam, Netherlands",52.3484046,4.8797647,"OK",2850.69266067377,"Apollobuurt","49",TRUE
"Bachstraat 24, Amsterdam, Netherlands","Bachstraat 24, Amsterdam, Netherlands",52.3485342,4.8795218,"OK",2841.26705796142,"Apollobuurt","49",TRUE
"Bachstraat 4, Amsterdam, Netherlands","Bachstraat 4, Amsterdam, Netherlands",52.3494241,4.8798298,"OK",2740.28400474731,"Apollobuurt","49",TRUE
"Baden Powellweg 99, Amsterdam, Netherlands","Baden Powellweg 99, Amsterdam, Netherlands",52.3483872,4.7956035,"OK",7050.80008367154,"Osdorp-Midden","82",TRUE
"Badhoevelaan 18, Amsterdam, Netherlands","Badhoevelaan 18, Amsterdam, Netherlands",52.3410024,4.7895827,"OK",7772.40487902295,NA,NA,TRUE
"Badhoevelaan 20, Amsterdam, Netherlands","Badhoevelaan 20, Amsterdam, Netherlands",52.3410225,4.7895092,"OK",7775.82455123546,NA,NA,TRUE
"Badhoevelaan 22, Amsterdam, Netherlands","Badhoevelaan 22, Amsterdam, Netherlands",52.3410402,4.7894502,"OK",7778.49131302362,NA,NA,TRUE
"Badhoevelaan 24, Amsterdam, Netherlands","Badhoevelaan 24, Amsterdam, Netherlands",52.3410489,4.7893914,"OK",7781.60716055663,NA,NA,TRUE
"Badhoevelaan 24a, Amsterdam, Netherlands","Badhoevelaan 24a, Amsterdam, Netherlands",52.3410755,4.7893324,"OK",7783.82279609826,NA,NA,TRUE
"Badhoevelaan 6, Amsterdam, Netherlands","Badhoevelaan 6, Amsterdam, Netherlands",52.340836,4.7899519,"OK",7758.63409357784,NA,NA,TRUE
"Badhoevelaan 67, Amsterdam, Netherlands","Badhoevelaan 67_95_105_109, Amsterdam, Netherlands",52.3424342,4.7871556,"OK",7848.97481975985,NA,NA,TRUE
"Badhoevelaan 90, Amsterdam, Netherlands","Badhoevelaan 90, Amsterdam, Netherlands",52.3420288,4.7859004,"OK",7945.62795198558,NA,NA,TRUE
"Badhuislaan 7, Amsterdam, Netherlands","Badhuislaan 7, Amsterdam, Netherlands",52.3675734,4.9041389,"OK",1090.93168762351,"Nieuwmarkt/Lastage","04",TRUE
"Badhuisweg 9, Amsterdam, Netherlands","Badhuisweg 9, Amsterdam, Netherlands",52.111112,4.285012,"OK",50622.7667005777,NA,NA,TRUE
"Baffinstraat 10, Amsterdam, Netherlands","Baffinstraat 10_12_14_16, Amsterdam, Netherlands",52.3687261,4.8538583,"OK",2569.8348975261,"Hoofdweg e.o.","42",TRUE
"Baffinstraat 2, Amsterdam, Netherlands","Baffinstraat 2_4_6, Amsterdam, Netherlands",52.3689043,4.8538133,"OK",2569.16363184067,"Hoofdweg e.o.","42",TRUE
"Baffinstraat 8, Amsterdam, Netherlands","Baffinstraat 8, Amsterdam, Netherlands",52.36878,4.8538553,"OK",2568.90539493878,"Hoofdweg e.o.","42",TRUE
"Bakkerstraat 1, Amsterdam, Netherlands","Bakkerstraat 1, Amsterdam, Netherlands",52.3668159,4.8974537,"OK",829.16366113929,"Grachtengordel-Zuid","03",TRUE
"Bakkerstraat 10, Amsterdam, Netherlands","Bakkerstraat 10_104, Amsterdam, Netherlands",52.3668717,4.8972423,"OK",816.233192335724,"Grachtengordel-Zuid","03",TRUE
"Bakkerstraat 2, Amsterdam, Netherlands","Bakkerstraat 2_112, Amsterdam, Netherlands",52.3667057,4.897324,"OK",834.870066177288,"Grachtengordel-Zuid","03",TRUE
"Bakkerstraat 7, Amsterdam, Netherlands","Bakkerstraat 7, Amsterdam, Netherlands",52.366702,4.8974321,"OK",839.097107097412,"Grachtengordel-Zuid","03",TRUE
"Balboastraat 18, Amsterdam, Netherlands","Balboastraat 18, Amsterdam, Netherlands",52.3693054,4.8551924,"OK",2468.82495243274,"Hoofdweg e.o.","42",TRUE
"Balboastraat 19, Amsterdam, Netherlands","Balboastraat 19, Amsterdam, Netherlands",52.3688681,4.853663,"OK",2579.96366337474,"Hoofdweg e.o.","42",TRUE
"Balboastraat 20, Amsterdam, Netherlands","Balboastraat 20, Amsterdam, Netherlands",52.3693604,4.8552248,"OK",2465.60946677485,"Hoofdweg e.o.","42",TRUE
"Balboastraat 21, Amsterdam, Netherlands","Balboastraat 21, Amsterdam, Netherlands",52.3688569,4.8536197,"OK",2583.09106523843,"Hoofdweg e.o.","42",TRUE
"Balboastraat 22, Amsterdam, Netherlands","Balboastraat 22, Amsterdam, Netherlands",4.8547321,4.8547321,"OK",5268038.21789431,NA,NA,TRUE
"Balboastraat 22, Amsterdam, Netherlands","Balboastraat 22, Amsterdam, Netherlands",52.3692467,52.3692467,"OK",3174477.04811241,NA,NA,TRUE
"Balboastraat 22, Amsterdam, Netherlands","Balboastraat 22, Amsterdam, Netherlands",52.3692467,52.3692467,"OK",3174477.04811241,NA,NA,TRUE
"Balboastraat 22, Amsterdam, Netherlands","Balboastraat 22, Amsterdam, Netherlands",4.8547321,4.8547321,"OK",5268038.21789431,NA,NA,TRUE
"Balboastraat 22, Amsterdam, Netherlands","Balboastraat 22_24_26_2_12_3_5_7, Amsterdam, Netherlands",4.8547321,4.8547321,"OK",5268038.21789431,NA,NA,TRUE
"Balboastraat 22, Amsterdam, Netherlands","Balboastraat 22_24_26_2_12_3_5_7, Amsterdam, Netherlands",52.3692467,52.3692467,"OK",3174477.04811241,NA,NA,TRUE
"Balboastraat 22, Amsterdam, Netherlands","Balboastraat 22_24_26_2_12_3_5_7, Amsterdam, Netherlands",52.3692467,52.3692467,"OK",3174477.04811241,NA,NA,TRUE
"Balboastraat 22, Amsterdam, Netherlands","Balboastraat 22_24_26_2_12_3_5_7, Amsterdam, Netherlands",4.8547321,4.8547321,"OK",5268038.21789431,NA,NA,TRUE
"Balboastraat 23, Amsterdam, Netherlands","Balboastraat 23, Amsterdam, Netherlands",52.3688394,4.8535167,"OK",2590.344553301,"Hoofdweg e.o.","42",TRUE
"Balboastraat 24, Amsterdam, Netherlands","Balboastraat 24, Amsterdam, Netherlands",52.3692405,4.8546315,"OK",2507.70107488085,"Hoofdweg e.o.","42",TRUE
"Balboastraat 25, Amsterdam, Netherlands","Balboastraat 25, Amsterdam, Netherlands",52.3689343,4.8534207,"OK",2594.86383431691,"Hoofdweg e.o.","42",TRUE
"Balboastraat 26, Amsterdam, Netherlands","Balboastraat 26, Amsterdam, Netherlands",52.3690595,4.8543707,"OK",2528.71015562328,"Hoofdweg e.o.","42",TRUE
"Balboastraat 28, Amsterdam, Netherlands","Balboastraat 28, Amsterdam, Netherlands",52.369022,4.8541813,"OK",2542.14787920977,"Hoofdweg e.o.","42",TRUE
"Balboastraat 30, Amsterdam, Netherlands","Balboastraat 30, Amsterdam, Netherlands",52.3691259,4.8540237,"OK",2550.6784287396,"Hoofdweg e.o.","42",TRUE
"Balboastraat 32, Amsterdam, Netherlands","Balboastraat 32, Amsterdam, Netherlands",52.369103,4.8539087,"OK",2558.83490887631,"Hoofdweg e.o.","42",TRUE
"Balboastraat 34, Amsterdam, Netherlands","Balboastraat 34, Amsterdam, Netherlands",52.3689655,4.8538905,"OK",2562.76079872581,"Hoofdweg e.o.","42",TRUE
"Balboastraat 36, Amsterdam, Netherlands","Balboastraat 36, Amsterdam, Netherlands",52.3690764,4.853796,"OK",2566.90950677821,"Hoofdweg e.o.","42",TRUE
"Balboastraat 38, Amsterdam, Netherlands","Balboastraat 38, Amsterdam, Netherlands",52.3690612,4.8537065,"OK",2573.20725820947,"Hoofdweg e.o.","42",TRUE
"Balboastraat 40, Amsterdam, Netherlands","Balboastraat 40, Amsterdam, Netherlands",52.3690484,4.8536309,"OK",2578.52626818934,"Hoofdweg e.o.","42",TRUE
"Balboastraat 42, Amsterdam, Netherlands","Balboastraat 42, Amsterdam, Netherlands",52.3690353,4.8535446,"OK",2584.56875064704,"Hoofdweg e.o.","42",TRUE
"Balboastraat 44, Amsterdam, Netherlands","Balboastraat 44, Amsterdam, Netherlands",52.3690327,4.8533847,"OK",2595.34260747291,"Hoofdweg e.o.","42",TRUE
"Balboastraat 46, Amsterdam, Netherlands","Balboastraat 46, Amsterdam, Netherlands",52.3690064,4.8533838,"OK",2595.91542598486,"Hoofdweg e.o.","42",TRUE
"Balboastraat 48, Amsterdam, Netherlands","Balboastraat 48, Amsterdam, Netherlands",52.3689909,4.8532947,"OK",2602.19287665285,"Hoofdweg e.o.","42",TRUE
"Balboastraat 50, Amsterdam, Netherlands","Balboastraat 50, Amsterdam, Netherlands",52.3689753,4.8532055,"OK",2608.47914755751,"Hoofdweg e.o.","42",TRUE
"Balistraat 1, Amsterdam, Netherlands","Balistraat 1_3, Amsterdam, Netherlands",52.3629977,4.9320399,"OK",3018.72207027935,"Indische Buurt West","31",TRUE
"Balistraat 10, Amsterdam, Netherlands","Balistraat 10, Amsterdam, Netherlands",52.3628663,4.9323042,"OK",3040.88564420964,"Indische Buurt West","31",TRUE
"Balistraat 101, Amsterdam, Netherlands","Balistraat 101, Amsterdam, Netherlands",52.363245,4.9364198,"OK",3288.18832837844,"Indische Buurt West","31",TRUE
"Balistraat 103, Amsterdam, Netherlands","Balistraat 103, Amsterdam, Netherlands",52.3632458,4.9364932,"OK",3292.87247303082,"Indische Buurt West","31",TRUE
"Balistraat 11, Amsterdam, Netherlands","Balistraat 11, Amsterdam, Netherlands",52.3630666,4.9323989,"OK",3038.60343074313,"Indische Buurt West","31",TRUE
"Balistraat 115, Amsterdam, Netherlands","Balistraat 115, Amsterdam, Netherlands",52.3632852,4.9369515,"OK",3320.87856211337,"Indische Buurt West","31",TRUE
"Balistraat 117, Amsterdam, Netherlands","Balistraat 117, Amsterdam, Netherlands",52.3632921,4.9370188,"OK",3324.95574202509,"Indische Buurt West","31",TRUE
"Balistraat 119, Amsterdam, Netherlands","Balistraat 119, Amsterdam, Netherlands",52.3632934,4.9371095,"OK",3330.74463354179,"Indische Buurt West","31",TRUE
"Balistraat 12, Amsterdam, Netherlands","Balistraat 12, Amsterdam, Netherlands",52.3628462,4.9323684,"OK",3045.77849776731,"Indische Buurt West","31",TRUE
"Balistraat 13, Amsterdam, Netherlands","Balistraat 13, Amsterdam, Netherlands",52.3630755,4.9325012,"OK",3044.7221137669,"Indische Buurt West","31",TRUE
"Balistraat 15, Amsterdam, Netherlands","Balistraat 15, Amsterdam, Netherlands",52.3630822,4.932547,"OK",3047.35214571529,"Indische Buurt West","31",TRUE
"Balistraat 17, Amsterdam, Netherlands","Balistraat 17, Amsterdam, Netherlands",52.3630928,4.9326204,"OK",3051.57497796161,"Indische Buurt West","31",TRUE
"Balistraat 19, Amsterdam, Netherlands","Balistraat 19, Amsterdam, Netherlands",52.3631127,4.9326919,"OK",3055.30328736943,"Indische Buurt West","31",TRUE
"Balistraat 21, Amsterdam, Netherlands","Balistraat 21, Amsterdam, Netherlands",52.3631166,4.932791,"OK",3061.43450124689,"Indische Buurt West","31",TRUE
"Balistraat 23, Amsterdam, Netherlands","Balistraat 23, Amsterdam, Netherlands",52.3631313,4.9328387,"OK",3063.86942953951,"Indische Buurt West","31",TRUE
"Balistraat 25, Amsterdam, Netherlands","Balistraat 25, Amsterdam, Netherlands",52.363135,4.9329377,"OK",3070.0075007347,"Indische Buurt West","31",TRUE
"Balistraat 27, Amsterdam, Netherlands","Balistraat 27, Amsterdam, Netherlands",52.3631435,4.9330112,"OK",3074.33533919224,"Indische Buurt West","31",TRUE
"Balistraat 29, Amsterdam, Netherlands","Balistraat 29, Amsterdam, Netherlands",52.363153,4.9330999,"OK",3079.5916339589,"Indische Buurt West","31",TRUE
"Balistraat 30, Amsterdam, Netherlands","Balistraat 30, Amsterdam, Netherlands",52.3629497,4.9330762,"OK",3086.2968154331,"Indische Buurt West","31",TRUE
"Balistraat 31, Amsterdam, Netherlands","Balistraat 31, Amsterdam, Netherlands",52.3631574,4.9331473,"OK",3082.42889009944,"Indische Buurt West","31",TRUE
"Balistraat 32, Amsterdam, Netherlands","Balistraat 32, Amsterdam, Netherlands",52.3629589,4.9331641,"OK",3091.49553460383,"Indische Buurt West","31",TRUE
"Balistraat 33, Amsterdam, Netherlands","Balistraat 33, Amsterdam, Netherlands",52.3631428,4.933208,"OK",3086.87142099916,"Indische Buurt West","31",TRUE
"Balistraat 34, Amsterdam, Netherlands","Balistraat 34, Amsterdam, Netherlands",52.3629658,4.933238,"OK",3095.90255830758,"Indische Buurt West","31",TRUE
"Balistraat 36, Amsterdam, Netherlands","Balistraat 36, Amsterdam, Netherlands",52.3629732,4.933316,"OK",3100.55161756457,"Indische Buurt West","31",TRUE
"Balistraat 37, Amsterdam, Netherlands","Balistraat 37, Amsterdam, Netherlands",52.3631961,4.9333516,"OK",3093.88409465211,"Indische Buurt West","31",TRUE
"Balistraat 41, Amsterdam, Netherlands","Balistraat 41, Amsterdam, Netherlands",52.3631907,4.9335309,"OK",3105.51250511826,"Indische Buurt West","31",TRUE
"Balistraat 43, Amsterdam, Netherlands","Balistraat 43, Amsterdam, Netherlands",52.363199,4.9336434,"OK",3112.35007191814,"Indische Buurt West","31",TRUE
"Balistraat 44, Amsterdam, Netherlands","Balistraat 44, Amsterdam, Netherlands",52.3629983,4.9336234,"OK",3119.05944713559,"Indische Buurt West","31",TRUE
"Balistraat 46, Amsterdam, Netherlands","Balistraat 46, Amsterdam, Netherlands",52.3630143,4.9337308,"OK",3125.24437512117,"Indische Buurt West","31",TRUE
"Balistraat 48, Amsterdam, Netherlands","Balistraat 48, Amsterdam, Netherlands",52.3630225,4.9338226,"OK",3130.75392734297,"Indische Buurt West","31",TRUE
"Balistraat 5, Amsterdam, Netherlands","Balistraat 5, Amsterdam, Netherlands",52.3630274,4.9322001,"OK",3027.6263651341,"Indische Buurt West","31",TRUE
"Balistraat 50, Amsterdam, Netherlands","Balistraat 50, Amsterdam, Netherlands",52.3630735,4.9344635,"OK",3169.54769953867,"Indische Buurt West","31",TRUE
"Balistraat 52, Amsterdam, Netherlands","Balistraat 52, Amsterdam, Netherlands",52.3630426,4.9344985,"OK",3172.9911176655,"Indische Buurt West","31",TRUE
"Balistraat 54, Amsterdam, Netherlands","Balistraat 54, Amsterdam, Netherlands",52.3630438,4.9345721,"OK",3177.6356366327,"Indische Buurt West","31",TRUE
"Balistraat 56, Amsterdam, Netherlands","Balistraat 56, Amsterdam, Netherlands",52.3630453,4.9346602,"OK",3183.19416541593,"Indische Buurt West","31",TRUE
"Balistraat 58, Amsterdam, Netherlands","Balistraat 58, Amsterdam, Netherlands",52.3630466,4.9347335,"OK",3187.81810907878,"Indische Buurt West","31",TRUE
"Balistraat 6, Amsterdam, Netherlands","Balistraat 6, Amsterdam, Netherlands",4.9321085,4.9321085,"OK",5259482.06823019,NA,NA,TRUE
"Balistraat 6, Amsterdam, Netherlands","Balistraat 6, Amsterdam, Netherlands",4.9321085,4.9321085,"OK",5259482.06823019,NA,NA,TRUE
"Balistraat 6, Amsterdam, Netherlands","Balistraat 6, Amsterdam, Netherlands",52.3628037,52.3628037,"OK",3174298.58785133,NA,NA,TRUE
"Balistraat 6, Amsterdam, Netherlands","Balistraat 6, Amsterdam, Netherlands",52.3628037,52.3628037,"OK",3174298.58785133,NA,NA,TRUE
"Balistraat 6, Amsterdam, Netherlands","Balistraat 6_8, Amsterdam, Netherlands",4.9321085,4.9321085,"OK",5259482.06823019,NA,NA,TRUE
"Balistraat 6, Amsterdam, Netherlands","Balistraat 6_8, Amsterdam, Netherlands",4.9321085,4.9321085,"OK",5259482.06823019,NA,NA,TRUE
"Balistraat 6, Amsterdam, Netherlands","Balistraat 6_8, Amsterdam, Netherlands",52.3628037,52.3628037,"OK",3174298.58785133,NA,NA,TRUE
"Balistraat 6, Amsterdam, Netherlands","Balistraat 6_8, Amsterdam, Netherlands",52.3628037,52.3628037,"OK",3174298.58785133,NA,NA,TRUE
"Balistraat 7, Amsterdam, Netherlands","Balistraat 7, Amsterdam, Netherlands",52.3630395,4.9322742,"OK",3031.817988836,"Indische Buurt West","31",TRUE
"Balistraat 79, Amsterdam, Netherlands","Balistraat 79_81, Amsterdam, Netherlands",4.9346831,4.9346831,"OK",5259197.53911799,NA,NA,TRUE
"Balistraat 79, Amsterdam, Netherlands","Balistraat 79_81, Amsterdam, Netherlands",4.9346831,4.9346831,"OK",5259197.53911799,NA,NA,TRUE
"Balistraat 79, Amsterdam, Netherlands","Balistraat 79_81, Amsterdam, Netherlands",52.3633187,52.3633187,"OK",3174312.85023966,NA,NA,TRUE
"Balistraat 79, Amsterdam, Netherlands","Balistraat 79_81, Amsterdam, Netherlands",52.3633187,52.3633187,"OK",3174312.85023966,NA,NA,TRUE
"Balistraat 79, Amsterdam, Netherlands","Balistraat 79, Amsterdam, Netherlands",4.9346831,4.9346831,"OK",5259197.53911799,NA,NA,TRUE
"Balistraat 79, Amsterdam, Netherlands","Balistraat 79, Amsterdam, Netherlands",4.9346831,4.9346831,"OK",5259197.53911799,NA,NA,TRUE
"Balistraat 79, Amsterdam, Netherlands","Balistraat 79, Amsterdam, Netherlands",52.3633187,52.3633187,"OK",3174312.85023966,NA,NA,TRUE
"Balistraat 79, Amsterdam, Netherlands","Balistraat 79, Amsterdam, Netherlands",52.3633187,52.3633187,"OK",3174312.85023966,NA,NA,TRUE
"Balistraat 8, Amsterdam, Netherlands","Balistraat 8, Amsterdam, Netherlands",52.3628234,4.9322546,"OK",3039.54689463449,"Indische Buurt West","31",TRUE
"Balistraat 80, Amsterdam, Netherlands","Balistraat 80, Amsterdam, Netherlands",52.3630552,4.9361083,"OK",3275.34493856115,"Indische Buurt West","31",TRUE
"Balistraat 81, Amsterdam, Netherlands","Balistraat 81, Amsterdam, Netherlands",52.3632513,4.9352599,"OK",3213.57390698775,"Indische Buurt West","31",TRUE
"Balistraat 86, Amsterdam, Netherlands","Balistraat 86, Amsterdam, Netherlands",52.3630915,4.9365112,"OK",3299.78785486035,"Indische Buurt West","31",TRUE
"Balistraat 88, Amsterdam, Netherlands","Balistraat 88, Amsterdam, Netherlands",52.3630945,4.9366019,"OK",3305.49149038244,"Indische Buurt West","31",TRUE
"Balistraat 9, Amsterdam, Netherlands","Balistraat 9, Amsterdam, Netherlands",52.3630422,4.9323102,"OK",3033.98608345443,"Indische Buurt West","31",TRUE
"Balistraat 99, Amsterdam, Netherlands","Balistraat 99, Amsterdam, Netherlands",52.3632441,4.936332,"OK",3282.58432975039,"Indische Buurt West","31",TRUE
"Balthazar Florisstraat 18, Amsterdam, Netherlands","Balthazar Florisstraat 18, Amsterdam, Netherlands",52.3531244,4.8852052,"OK",2256.26659242381,"Duivelseiland","50",TRUE
"Balthazar Florisstraat 19, Amsterdam, Netherlands","Balthazar Florisstraat 19, Amsterdam, Netherlands",52.3531692,52.3531692,"OK",3174031.84237518,NA,NA,TRUE
"Balthazar Florisstraat 19, Amsterdam, Netherlands","Balthazar Florisstraat 19, Amsterdam, Netherlands",4.8842264,4.8842264,"OK",5264775.65245717,NA,NA,TRUE
"Balthazar Florisstraat 19, Amsterdam, Netherlands","Balthazar Florisstraat 19, Amsterdam, Netherlands",52.3531692,52.3531692,"OK",3174031.84237518,NA,NA,TRUE
"Balthazar Florisstraat 19, Amsterdam, Netherlands","Balthazar Florisstraat 19, Amsterdam, Netherlands",4.8842264,4.8842264,"OK",5264775.65245717,NA,NA,TRUE
"Balthazar Florisstraat 19, Amsterdam, Netherlands","Balthazar Florisstraat 19_21, Amsterdam, Netherlands",52.3531692,52.3531692,"OK",3174031.84237518,NA,NA,TRUE
"Balthazar Florisstraat 19, Amsterdam, Netherlands","Balthazar Florisstraat 19_21, Amsterdam, Netherlands",4.8842264,4.8842264,"OK",5264775.65245717,NA,NA,TRUE
"Balthazar Florisstraat 19, Amsterdam, Netherlands","Balthazar Florisstraat 19_21, Amsterdam, Netherlands",52.3531692,52.3531692,"OK",3174031.84237518,NA,NA,TRUE
"Balthazar Florisstraat 19, Amsterdam, Netherlands","Balthazar Florisstraat 19_21, Amsterdam, Netherlands",4.8842264,4.8842264,"OK",5264775.65245717,NA,NA,TRUE
"Balthazar Florisstraat 20, Amsterdam, Netherlands","Balthazar Florisstraat 20, Amsterdam, Netherlands",52.3531344,4.8852782,"OK",2254.31927854641,"Duivelseiland","50",TRUE
"Balthazar Florisstraat 21, Amsterdam, Netherlands","Balthazar Florisstraat 21, Amsterdam, Netherlands",52.3532087,4.8843344,"OK",2258.0368876586,"Duivelseiland","50",TRUE
"Balthazar Florisstraat 22, Amsterdam, Netherlands","Balthazar Florisstraat 22, Amsterdam, Netherlands",52.3531453,4.8853573,"OK",2252.21329618109,"Duivelseiland","50",TRUE
"Balthazar Florisstraat 24, Amsterdam, Netherlands","Balthazar Florisstraat 24, Amsterdam, Netherlands",52.3531391,4.8855147,"OK",2251.11890077741,"Duivelseiland","50",TRUE
"Balthazar Florisstraat 26, Amsterdam, Netherlands","Balthazar Florisstraat 26, Amsterdam, Netherlands",52.353165,4.8855002,"OK",2248.43716340234,"Duivelseiland","50",TRUE
"Balthazar Florisstraat 28, Amsterdam, Netherlands","Balthazar Florisstraat 28, Amsterdam, Netherlands",52.3531675,4.8855846,"OK",2247.22793319565,"Duivelseiland","50",TRUE
"Balthazar Florisstraat 30, Amsterdam, Netherlands","Balthazar Florisstraat 30, Amsterdam, Netherlands",52.3531889,4.8856743,"OK",2243.89906387697,"Duivelseiland","50",TRUE
"Bancraspad 24, Amsterdam, Netherlands","Bancraspad 24, Amsterdam, Netherlands",52.3675734,4.9041389,"OK",1090.93168762351,"Nieuwmarkt/Lastage","04",TRUE
"Bankastraat 10, Amsterdam, Netherlands","Bankastraat 10, Amsterdam, Netherlands",52.3647092,4.9321032,"OK",2957.14857722041,"Indische Buurt West","31",TRUE
"Bankastraat 12, Amsterdam, Netherlands","Bankastraat 12, Amsterdam, Netherlands",52.36471,4.9321914,"OK",2962.82142248586,"Indische Buurt West","31",TRUE
"Bankastraat 14, Amsterdam, Netherlands","Bankastraat 14, Amsterdam, Netherlands",52.3647289,4.9322791,"OK",2967.83008573459,"Indische Buurt West","31",TRUE
"Bankastraat 15, Amsterdam, Netherlands","Bankastraat 15, Amsterdam, Netherlands",52.3649289,4.9325563,"OK",2978.89030804725,"Indische Buurt West","31",TRUE
"Bankastraat 16, Amsterdam, Netherlands","Bankastraat 16, Amsterdam, Netherlands",52.3646718,4.9322248,"OK",2966.32265552417,"Indische Buurt West","31",TRUE
"Bankastraat 17, Amsterdam, Netherlands","Bankastraat 17, Amsterdam, Netherlands",52.3649115,4.9325558,"OK",2979.44983071193,"Indische Buurt West","31",TRUE
"Bankastraat 18, Amsterdam, Netherlands","Bankastraat 18, Amsterdam, Netherlands",52.3646123,4.9325829,"OK",2991.55795729559,"Indische Buurt West","31",TRUE
"Bankastraat 2, Amsterdam, Netherlands","Bankastraat 2, Amsterdam, Netherlands",52.3647683,4.9318092,"OK",2936.06982457792,"Indische Buurt West","31",TRUE
"Bankastraat 22, Amsterdam, Netherlands","Bankastraat 22, Amsterdam, Netherlands",52.3647186,52.3647186,"OK",3174351.62098324,NA,NA,TRUE
"Bankastraat 22, Amsterdam, Netherlands","Bankastraat 22, Amsterdam, Netherlands",52.3647186,52.3647186,"OK",3174351.62098324,NA,NA,TRUE
"Bankastraat 22, Amsterdam, Netherlands","Bankastraat 22, Amsterdam, Netherlands",4.9330574,4.9330574,"OK",5259377.20033766,NA,NA,TRUE
"Bankastraat 22, Amsterdam, Netherlands","Bankastraat 22, Amsterdam, Netherlands",4.9330574,4.9330574,"OK",5259377.20033766,NA,NA,TRUE
"Bankastraat 22, Amsterdam, Netherlands","Bankastraat 22_26, Amsterdam, Netherlands",52.3647186,52.3647186,"OK",3174351.62098324,NA,NA,TRUE
"Bankastraat 22, Amsterdam, Netherlands","Bankastraat 22_26, Amsterdam, Netherlands",52.3647186,52.3647186,"OK",3174351.62098324,NA,NA,TRUE
"Bankastraat 22, Amsterdam, Netherlands","Bankastraat 22_26, Amsterdam, Netherlands",4.9330574,4.9330574,"OK",5259377.20033766,NA,NA,TRUE
"Bankastraat 22, Amsterdam, Netherlands","Bankastraat 22_26, Amsterdam, Netherlands",4.9330574,4.9330574,"OK",5259377.20033766,NA,NA,TRUE
"Bankastraat 24, Amsterdam, Netherlands","Bankastraat 24, Amsterdam, Netherlands",52.3647195,4.9331455,"OK",3024.24091521848,"Indische Buurt West","31",TRUE
"Bankastraat 25, Amsterdam, Netherlands","Bankastraat 25, Amsterdam, Netherlands",52.3648802,4.9328359,"OK",2998.68125072976,"Indische Buurt West","31",TRUE
"Bankastraat 26, Amsterdam, Netherlands","Bankastraat 26, Amsterdam, Netherlands",52.3647204,4.9332335,"OK",3029.91254747232,"Indische Buurt West","31",TRUE
